product_name,frisch,teigig,file
357,1,0,20230401
224,4,0,20230403
356,2,0,20230403
385,3,0,20230403
391,2,0,20230403
499,2,0,20230403
550,3,0,20230403
551,2,0,20230403
555,2,0,20230403
693,2,0,20230403
697,1,0,20230403
701,1,0,20230403
787,2,0,20230403
868,2,0,20230403
870,1,0,20230403
871,3,0,20230403
2010,0,2,20230403
2012,0,2,20230403
2149,1,0,20230403
2272,1,0,20230403
2302,1,0,20230403
206,1,0,20230403
449,1,0,20230403
450,1,0,20230403
117,2,2,20230403
196,2,2,20230403
227,4,0,20230403
258,2,0,20230403
288,6,6,20230403
492,3,2,20230403
754,2,2,20230403
906,4,4,20230403
309,10,0,20230403
113,20,0,20230403
118,5,0,20230403
119,20,0,20230403
123,4,0,20230403
124,12,0,20230403
129,4,0,20230403
140,8,0,20230403
205,6,0,20230403
209,8,0,20230403
268,4,0,20230403
285,8,0,20230403
417,15,0,20230403
418,8,0,20230403
419,8,0,20230403
458,6,0,20230403
475,6,0,20230403
2113,2,0,20230403
2116,1,0,20230403
2119,2,0,20230403
2152,2,0,20230403
2368,1,0,20230403
2417,1,0,20230403
2418,1,0,20230403
2444,2,0,20230403
2453,1,0,20230403
110,3,0,20230403
116,8,0,20230403
125,4,15,20230403
126,2,7,20230403
127,2,4,20230403
130,2,6,20230403
132,2,8,20230403
133,2,8,20230403
134,2,5,20230403
198,2,7,20230403
241,6,24,20230403
308,2,3,20230403
324,5,0,20230403
363,8,8,20230403
368,8,0,20230403
406,2,5,20230403
415,2,5,20230403
453,8,0,20230403
691,6,0,20230403
2110,1,0,20230403
2324,1,0,20230403
128,2,0,20230403
230,3,0,20230403
269,3,0,20230403
278,2,0,20230403
330,3,0,20230403
365,3,0,20230403
504,1,0,20230403
508,2,0,20230403
824,2,0,20230403
832,2,0,20230403
928,2,0,20230403
929,2,0,20230403
1185,2,0,20230403
357,6,0,20230403
1623,1,0,20230403
224,4,0,20230404
265,3,0,20230404
266,3,0,20230404
356,1,0,20230404
385,2,0,20230404
391,2,0,20230404
499,1,0,20230404
550,2,0,20230404
551,2,0,20230404
555,2,0,20230404
693,2,0,20230404
787,2,0,20230404
868,2,0,20230404
871,2,0,20230404
2010,0,2,20230404
2012,0,2,20230404
206,0,0,20230404
449,0,0,20230404
450,0,0,20230404
117,1,2,20230404
196,0,2,20230404
227,5,0,20230404
258,2,0,20230404
288,3,6,20230404
492,1,2,20230404
754,0,2,20230404
906,4,4,20230404
815,4,0,20230404
113,20,0,20230404
118,6,0,20230404
119,20,0,20230404
123,4,0,20230404
124,10,0,20230404
129,4,0,20230404
140,8,0,20230404
205,5,0,20230404
268,4,0,20230404
285,8,0,20230404
418,6,0,20230404
419,8,0,20230404
475,5,0,20230404
2113,2,0,20230404
2124,1,0,20230404
2417,2,0,20230404
2418,1,0,20230404
2419,1,0,20230404
2444,4,0,20230404
116,4,0,20230404
125,4,30,20230404
126,2,6,20230404
127,2,4,20230404
130,2,5,20230404
132,2,6,20230404
133,2,6,20230404
134,2,4,20230404
198,2,5,20230404
241,6,36,20230404
308,2,3,20230404
363,10,12,20230404
368,6,0,20230404
406,2,5,20230404
415,2,5,20230404
453,6,0,20230404
691,3,0,20230404
2110,1,0,20230404
928,2,0,20230404
929,2,0,20230404
224,4,0,20230405
356,1,0,20230405
385,2,0,20230405
499,1,0,20230405
550,2,0,20230405
551,2,0,20230405
693,2,0,20230405
787,2,0,20230405
868,2,0,20230405
871,2,0,20230405
2010,0,2,20230405
2149,1,0,20230405
2272,1,0,20230405
2302,1,0,20230405
449,1,0,20230405
450,1,0,20230405
117,0,2,20230405
196,0,2,20230405
227,5,0,20230405
258,2,0,20230405
288,0,6,20230405
492,0,2,20230405
754,0,2,20230405
906,0,4,20230405
182,3,0,20230405
233,5,0,20230405
309,8,0,20230405
370,3,0,20230405
113,20,0,20230405
118,5,0,20230405
119,20,0,20230405
123,4,0,20230405
124,12,0,20230405
129,4,0,20230405
140,8,0,20230405
205,5,0,20230405
209,6,0,20230405
268,4,0,20230405
285,8,0,20230405
369,20,0,20230405
417,8,0,20230405
418,10,0,20230405
419,8,0,20230405
458,6,0,20230405
475,5,0,20230405
2113,2,0,20230405
2140,1,0,20230405
2152,2,0,20230405
2209,1,0,20230405
2417,2,0,20230405
2444,2,0,20230405
110,4,0,20230405
116,6,0,20230405
125,0,15,20230405
126,4,8,20230405
127,2,4,20230405
130,2,12,20230405
132,2,16,20230405
133,6,16,20230405
134,4,6,20230405
198,4,6,20230405
241,6,24,20230405
308,2,8,20230405
324,6,0,20230405
363,4,8,20230405
368,8,0,20230405
406,4,6,20230405
415,2,10,20230405
453,6,0,20230405
691,6,0,20230405
2110,1,0,20230405
2324,1,0,20230405
263,4,0,20230405
264,3,0,20230405
326,4,0,20230405
389,3,0,20230405
394,3,0,20230405
425,3,0,20230405
928,2,0,20230405
929,2,0,20230405
557,4,0,20230405
224,4,0,20230406
266,2,0,20230406
356,1,0,20230406
385,2,0,20230406
550,1,0,20230406
551,1,0,20230406
693,2,0,20230406
697,1,0,20230406
787,2,0,20230406
868,2,0,20230406
870,1,0,20230406
871,1,0,20230406
2010,0,2,20230406
2302,1,0,20230406
206,0,0,20230406
449,0,0,20230406
117,0,2,20230406
196,0,2,20230406
227,3,0,20230406
258,2,0,20230406
288,0,6,20230406
492,0,2,20230406
754,0,2,20230406
906,0,4,20230406
102,6,0,20230406
233,6,0,20230406
113,20,0,20230406
118,5,0,20230406
119,20,0,20230406
123,4,0,20230406
124,27,0,20230406
129,4,0,20230406
140,8,0,20230406
205,5,0,20230406
209,4,0,20230406
268,4,0,20230406
285,8,0,20230406
369,20,0,20230406
417,12,0,20230406
418,12,0,20230406
419,6,0,20230406
444,10,0,20230406
458,5,0,20230406
475,6,0,20230406
2124,1,0,20230406
2152,1,0,20230406
2418,3,0,20230406
110,3,0,20230406
116,3,0,20230406
125,6,15,20230406
126,2,8,20230406
127,4,4,20230406
130,2,5,20230406
132,6,8,20230406
133,2,8,20230406
134,4,5,20230406
198,4,7,20230406
241,4,24,20230406
308,4,4,20230406
324,8,0,20230406
363,8,8,20230406
368,8,0,20230406
406,2,5,20230406
415,2,5,20230406
453,3,0,20230406
2110,1,0,20230406
2324,1,0,20230406
929,1,0,20230406
357,6,0,20230406
2659,4,0,20230406
2660,4,0,20230406
2661,4,0,20230406
1843,1,0,20230406
1844,1,0,20230406
224,4,0,20230407
356,2,0,20230407
385,2,0,20230407
499,1,0,20230407
550,2,0,20230407
551,1,0,20230407
693,2,0,20230407
787,2,0,20230407
868,3,0,20230407
871,1,0,20230407
2010,0,3,20230407
2012,0,3,20230407
2272,1,0,20230407
206,0,0,20230407
449,1,0,20230407
450,1,0,20230407
117,1,3,20230407
196,1,4,20230407
227,5,0,20230407
258,2,0,20230407
288,6,10,20230407
492,2,4,20230407
754,1,2,20230407
906,6,10,20230407
102,8,0,20230407
106,3,0,20230407
233,4,0,20230407
262,8,0,20230407
309,14,0,20230407
113,30,0,20230407
118,5,0,20230407
119,30,0,20230407
123,5,0,20230407
124,12,0,20230407
129,4,0,20230407
140,12,0,20230407
205,4,0,20230407
209,8,0,20230407
268,7,0,20230407
285,10,0,20230407
417,17,0,20230407
418,12,0,20230407
419,12,0,20230407
444,10,0,20230407
458,5,0,20230407
475,6,0,20230407
2119,2,0,20230407
2124,1,0,20230407
2140,1,0,20230407
2417,2,0,20230407
2453,1,0,20230407
110,3,0,20230407
116,6,0,20230407
125,4,20,20230407
126,2,10,20230407
127,2,6,20230407
130,4,6,20230407
132,6,10,20230407
133,3,10,20230407
134,2,6,20230407
198,2,7,20230407
241,4,24,20230407
308,4,4,20230407
324,6,0,20230407
363,8,8,20230407
368,8,0,20230407
406,2,5,20230407
415,2,5,20230407
453,6,0,20230407
691,3,0,20230407
2110,3,0,20230407
2324,3,0,20230407
361,10,0,20230407
128,2,0,20230407
230,3,0,20230407
269,3,0,20230407
329,8,0,20230407
330,6,0,20230407
365,3,0,20230407
425,8,0,20230407
508,2,0,20230407
824,3,0,20230407
929,2,0,20230407
1185,4,0,20230407
357,8,0,20230407
557,1,0,20230407
2661,4,0,20230407
868,1,0,20230408
2302,1,0,20230408
206,1,0,20230408
449,1,0,20230408
450,1,0,20230408
227,4,0,20230408
258,2,0,20230408
288,6,0,20230408
102,4,0,20230408
106,4,0,20230408
262,4,0,20230408
815,5,0,20230408
113,25,0,20230408
118,6,0,20230408
119,40,0,20230408
123,6,0,20230408
124,20,0,20230408
129,5,0,20230408
140,6,0,20230408
156,15,0,20230408
205,6,0,20230408
268,8,0,20230408
285,8,0,20230408
417,6,0,20230408
444,6,0,20230408
458,6,0,20230408
475,8,0,20230408
2113,2,0,20230408
2152,1,0,20230408
110,3,0,20230408
116,4,0,20230408
125,0,15,20230408
126,0,8,20230408
127,0,4,20230408
130,2,6,20230408
132,0,10,20230408
133,0,8,20230408
134,0,6,20230408
198,3,7,20230408
241,4,24,20230408
308,1,4,20230408
324,2,0,20230408
363,8,8,20230408
368,5,0,20230408
406,0,5,20230408
415,0,5,20230408
453,5,0,20230408
691,3,0,20230408
473,2,0,20230408
474,3,0,20230408
128,1,0,20230408
230,2,0,20230408
365,4,0,20230408
504,2,0,20230408
508,2,0,20230408
538,3,0,20230408
928,2,0,20230408
929,2,0,20230408
1185,2,0,20230408
224,4,0,20230411
356,2,0,20230411
385,2,0,20230411
391,3,0,20230411
499,2,0,20230411
550,3,0,20230411
551,2,0,20230411
555,3,0,20230411
693,2,0,20230411
697,2,0,20230411
701,2,0,20230411
787,3,0,20230411
868,3,0,20230411
870,2,0,20230411
871,3,0,20230411
2010,0,3,20230411
2012,0,3,20230411
2149,2,0,20230411
2272,2,0,20230411
2302,2,0,20230411
206,1,0,20230411
449,1,0,20230411
450,1,0,20230411
117,2,0,20230411
196,2,0,20230411
227,5,0,20230411
258,2,0,20230411
288,6,0,20230411
492,3,0,20230411
754,2,0,20230411
906,4,0,20230411
113,12,0,20230411
118,6,0,20230411
119,15,0,20230411
123,4,0,20230411
124,12,0,20230411
129,4,0,20230411
140,8,0,20230411
205,5,0,20230411
209,6,0,20230411
268,4,0,20230411
285,6,0,20230411
417,12,0,20230411
418,8,0,20230411
419,8,0,20230411
444,10,0,20230411
458,5,0,20230411
475,6,0,20230411
2116,1,0,20230411
2152,2,0,20230411
2209,1,0,20230411
2368,2,0,20230411
2418,1,0,20230411
2419,1,0,20230411
2444,2,0,20230411
2453,1,0,20230411
110,4,0,20230411
116,6,0,20230411
125,2,20,20230411
126,2,8,20230411
127,2,6,20230411
130,2,6,20230411
132,2,10,20230411
133,2,8,20230411
134,2,6,20230411
198,2,7,20230411
241,6,24,20230411
308,2,4,20230411
324,5,0,20230411
363,8,8,20230411
368,8,0,20230411
406,2,6,20230411
415,2,6,20230411
453,8,0,20230411
691,6,0,20230411
128,2,0,20230411
230,3,0,20230411
269,2,0,20230411
278,2,0,20230411
330,3,0,20230411
365,3,0,20230411
504,1,0,20230411
508,2,0,20230411
824,2,0,20230411
832,2,0,20230411
928,2,0,20230411
929,2,0,20230411
1185,2,0,20230411
357,2,0,20230411
1623,1,0,20230411
224,3,0,20230412
265,3,0,20230412
266,3,0,20230412
356,2,0,20230412
385,2,0,20230412
499,1,0,20230412
550,2,0,20230412
551,2,0,20230412
693,2,0,20230412
787,2,0,20230412
868,2,0,20230412
871,2,0,20230412
2012,0,2,20230412
2149,1,0,20230412
2272,1,0,20230412
2302,1,0,20230412
206,0,0,20230412
449,0,0,20230412
117,1,2,20230412
196,1,2,20230412
227,4,0,20230412
258,2,0,20230412
288,0,6,20230412
492,0,2,20230412
754,2,2,20230412
906,0,4,20230412
309,10,0,20230412
113,20,0,20230412
118,5,0,20230412
119,25,0,20230412
123,4,0,20230412
124,12,0,20230412
129,4,0,20230412
140,8,0,20230412
205,5,0,20230412
268,4,0,20230412
285,10,0,20230412
369,20,0,20230412
417,15,0,20230412
418,10,0,20230412
458,5,0,20230412
475,5,0,20230412
2113,2,0,20230412
2119,2,0,20230412
2152,1,0,20230412
2368,1,0,20230412
2417,1,0,20230412
2418,1,0,20230412
2444,1,0,20230412
2453,1,0,20230412
116,8,0,20230412
125,2,20,20230412
126,2,8,20230412
127,2,8,20230412
130,2,6,20230412
132,2,20,20230412
133,2,12,20230412
134,2,5,20230412
198,2,12,20230412
241,6,24,20230412
308,2,4,20230412
324,5,0,20230412
363,8,8,20230412
406,2,5,20230412
415,5,5,20230412
691,6,0,20230412
2110,1,0,20230412
2324,1,0,20230412
128,1,0,20230412
230,1,0,20230412
365,1,0,20230412
425,4,0,20230412
832,1,0,20230412
928,2,0,20230412
929,2,0,20230412
357,2,0,20230412
1842,2,0,20230412
1843,2,0,20230412
1844,1,0,20230412
1849,1,0,20230412
1856,1,0,20230412
1857,1,0,20230412
1862,30,0,20230412
1864,1,0,20230412
1913,1,0,20230412
1916,1,0,20230412
1919,1,0,20230412
1921,2,0,20230412
1951,1,0,20230412
224,4,0,20230413
266,3,0,20230413
356,2,0,20230413
385,3,0,20230413
499,2,0,20230413
550,3,0,20230413
551,2,0,20230413
555,2,0,20230413
693,2,0,20230413
697,2,0,20230413
787,3,0,20230413
868,2,0,20230413
870,2,0,20230413
871,2,0,20230413
2010,0,3,20230413
2012,0,3,20230413
2149,2,0,20230413
2272,2,0,20230413
2302,1,0,20230413
206,1,0,20230413
449,1,0,20230413
450,0,0,20230413
117,0,2,20230413
196,0,2,20230413
227,4,0,20230413
258,2,0,20230413
288,4,6,20230413
492,2,2,20230413
754,0,2,20230413
906,0,4,20230413
233,3,0,20230413
113,20,0,20230413
118,5,0,20230413
119,25,0,20230413
123,4,0,20230413
124,12,0,20230413
129,4,0,20230413
140,8,0,20230413
205,5,0,20230413
209,8,0,20230413
268,4,0,20230413
285,10,0,20230413
417,15,0,20230413
418,12,0,20230413
419,6,0,20230413
444,10,0,20230413
458,5,0,20230413
475,5,0,20230413
2152,1,0,20230413
2444,2,0,20230413
110,4,0,20230413
116,6,0,20230413
125,2,20,20230413
126,2,12,20230413
127,2,7,20230413
130,2,6,20230413
132,2,12,20230413
133,2,8,20230413
134,2,6,20230413
198,2,10,20230413
241,6,24,20230413
308,2,4,20230413
324,6,0,20230413
363,8,8,20230413
368,6,0,20230413
406,2,7,20230413
415,2,8,20230413
453,6,0,20230413
691,3,0,20230413
2110,1,0,20230413
2324,1,0,20230413
245,3,0,20230413
928,2,0,20230413
929,2,0,20230413
224,4,0,20230414
356,2,0,20230414
385,2,0,20230414
499,1,0,20230414
550,2,0,20230414
551,2,0,20230414
693,2,0,20230414
787,2,0,20230414
868,2,0,20230414
870,1,0,20230414
871,2,0,20230414
2010,0,2,20230414
2149,1,0,20230414
2272,1,0,20230414
2302,2,0,20230414
206,1,0,20230414
449,1,0,20230414
117,0,2,20230414
196,0,2,20230414
227,5,0,20230414
258,2,0,20230414
288,2,6,20230414
492,1,2,20230414
754,0,2,20230414
906,2,4,20230414
262,6,0,20230414
309,16,0,20230414
381,3,0,20230414
815,4,0,20230414
113,20,0,20230414
118,4,0,20230414
119,25,0,20230414
123,4,0,20230414
124,15,0,20230414
129,4,0,20230414
140,8,0,20230414
205,5,0,20230414
209,6,0,20230414
268,4,0,20230414
285,10,0,20230414
417,15,0,20230414
418,8,0,20230414
419,5,0,20230414
458,6,0,20230414
475,6,0,20230414
2113,2,0,20230414
2152,2,0,20230414
2444,2,0,20230414
110,4,0,20230414
116,8,0,20230414
125,6,30,20230414
126,2,8,20230414
127,4,4,20230414
130,4,6,20230414
132,4,12,20230414
133,4,12,20230414
134,4,6,20230414
198,2,7,20230414
241,10,24,20230414
308,4,4,20230414
324,6,0,20230414
363,8,8,20230414
368,6,0,20230414
406,2,6,20230414
415,2,5,20230414
453,6,0,20230414
691,6,0,20230414
2110,1,0,20230414
2324,1,0,20230414
128,3,0,20230414
230,3,0,20230414
269,2,0,20230414
329,8,0,20230414
425,4,0,20230414
508,2,0,20230414
538,4,0,20230414
928,3,0,20230414
929,3,0,20230414
557,4,0,20230414
802,4,0,20230414
855,1,0,20230414
1843,1,0,20230414
1844,1,0,20230414
1864,1,0,20230414
224,1,0,20230415
550,1,0,20230415
868,1,0,20230415
206,2,0,20230415
449,0,0,20230415
450,0,0,20230415
227,2,0,20230415
258,2,0,20230415
288,5,0,20230415
492,2,0,20230415
102,8,0,20230415
106,4,0,20230415
233,3,0,20230415
113,6,0,20230415
118,5,0,20230415
119,35,0,20230415
123,4,0,20230415
124,8,0,20230415
129,4,0,20230415
140,6,0,20230415
205,6,0,20230415
209,4,0,20230415
268,4,0,20230415
285,8,0,20230415
417,6,0,20230415
418,10,0,20230415
458,4,0,20230415
475,5,0,20230415
116,4,0,20230415
125,0,20,20230415
126,0,8,20230415
127,0,6,20230415
130,0,6,20230415
132,0,10,20230415
133,0,8,20230415
134,0,6,20230415
198,0,7,20230415
241,0,24,20230415
308,0,4,20230415
324,6,0,20230415
363,12,12,20230415
406,0,5,20230415
415,0,5,20230415
2110,1,0,20230415
2324,1,0,20230415
394,4,0,20230415
557,4,0,20230415
224,4,0,20230417
356,2,0,20230417
385,3,0,20230417
391,3,0,20230417
499,2,0,20230417
550,3,0,20230417
551,2,0,20230417
555,3,0,20230417
693,2,0,20230417
697,2,0,20230417
701,2,0,20230417
787,3,0,20230417
868,3,0,20230417
870,2,0,20230417
871,2,0,20230417
2010,0,3,20230417
2012,0,3,20230417
2149,2,0,20230417
2272,2,0,20230417
2302,2,0,20230417
206,1,0,20230417
449,1,0,20230417
450,1,0,20230417
117,2,2,20230417
196,2,2,20230417
227,5,0,20230417
258,2,0,20230417
288,8,6,20230417
492,3,2,20230417
754,2,2,20230417
906,5,4,20230417
309,8,0,20230417
381,2,0,20230417
113,15,0,20230417
118,6,0,20230417
119,20,0,20230417
123,4,0,20230417
124,12,0,20230417
129,4,0,20230417
140,8,0,20230417
205,5,0,20230417
209,8,0,20230417
268,4,0,20230417
285,8,0,20230417
417,15,0,20230417
418,10,0,20230417
419,10,0,20230417
444,10,0,20230417
458,5,0,20230417
475,6,0,20230417
2116,1,0,20230417
2152,1,0,20230417
2368,2,0,20230417
2444,2,0,20230417
2453,1,0,20230417
110,4,0,20230417
116,6,0,20230417
125,2,20,20230417
126,2,8,20230417
127,2,5,20230417
130,2,6,20230417
132,2,10,20230417
133,2,8,20230417
134,2,6,20230417
198,2,7,20230417
241,6,24,20230417
308,2,4,20230417
324,5,0,20230417
363,8,8,20230417
368,8,0,20230417
406,2,5,20230417
415,2,5,20230417
453,8,0,20230417
691,6,0,20230417
128,2,0,20230417
230,3,0,20230417
269,2,0,20230417
278,2,0,20230417
330,3,0,20230417
365,3,0,20230417
504,1,0,20230417
508,2,0,20230417
824,2,0,20230417
832,2,0,20230417
928,2,0,20230417
929,2,0,20230417
1185,2,0,20230417
357,2,0,20230417
1623,1,0,20230417
224,5,0,20230418
265,3,0,20230418
266,3,0,20230418
356,2,0,20230418
385,2,0,20230418
499,2,0,20230418
550,2,0,20230418
551,2,0,20230418
693,2,0,20230418
787,2,0,20230418
868,2,0,20230418
870,1,0,20230418
871,2,0,20230418
2012,0,3,20230418
2272,1,0,20230418
2302,1,0,20230418
206,1,0,20230418
449,0,0,20230418
450,0,0,20230418
117,0,2,20230418
196,1,2,20230418
227,3,0,20230418
258,2,0,20230418
288,2,8,20230418
492,3,2,20230418
906,2,4,20230418
815,4,0,20230418
113,20,0,20230418
118,5,0,20230418
119,20,0,20230418
123,4,0,20230418
124,15,0,20230418
129,4,0,20230418
140,8,0,20230418
205,5,0,20230418
209,8,0,20230418
268,4,0,20230418
285,8,0,20230418
369,20,0,20230418
417,15,0,20230418
418,10,0,20230418
458,6,0,20230418
475,6,0,20230418
2113,3,0,20230418
2119,2,0,20230418
2209,1,0,20230418
2417,1,0,20230418
2418,1,0,20230418
2444,1,0,20230418
110,4,0,20230418
116,5,0,20230418
125,2,20,20230418
126,2,8,20230418
127,0,4,20230418
130,2,6,20230418
132,2,10,20230418
133,2,8,20230418
134,2,12,20230418
198,2,6,20230418
241,6,36,20230418
308,2,4,20230418
324,6,0,20230418
363,8,8,20230418
368,6,0,20230418
406,2,6,20230418
415,2,6,20230418
453,6,0,20230418
691,6,0,20230418
2110,1,0,20230418
2324,1,0,20230418
329,4,0,20230418
805,3,0,20230418
928,3,0,20230418
557,3,0,20230418
782,2,0,20230418
783,2,0,20230418
575,1,0,20230418
854,1,0,20230418
2660,3,0,20230418
100,1,1,20230418
1843,2,0,20230418
1850,1,0,20230418
1856,1,0,20230418
1862,30,0,20230418
224,4,0,20230419
265,1,0,20230419
266,3,0,20230419
356,2,0,20230419
385,2,0,20230419
499,2,0,20230419
550,2,0,20230419
551,2,0,20230419
693,2,0,20230419
787,2,0,20230419
868,2,0,20230419
871,2,0,20230419
2010,0,1,20230419
2012,0,3,20230419
2149,2,0,20230419
2272,1,0,20230419
2302,1,0,20230419
449,0,0,20230419
117,1,2,20230419
196,0,2,20230419
227,3,0,20230419
258,2,0,20230419
288,2,6,20230419
492,2,2,20230419
754,0,2,20230419
906,2,4,20230419
262,2,0,20230419
309,9,0,20230419
381,2,0,20230419
815,2,0,20230419
113,20,0,20230419
118,16,0,20230419
119,20,0,20230419
123,4,0,20230419
124,30,0,20230419
129,4,0,20230419
140,8,0,20230419
205,6,0,20230419
209,6,0,20230419
268,4,0,20230419
285,8,0,20230419
417,15,0,20230419
418,10,0,20230419
419,8,0,20230419
444,8,0,20230419
458,5,0,20230419
475,5,0,20230419
2113,4,0,20230419
2116,1,0,20230419
2152,2,0,20230419
2368,1,0,20230419
2417,2,0,20230419
2444,2,0,20230419
2453,1,0,20230419
110,15,0,20230419
116,6,0,20230419
125,2,26,20230419
126,2,11,20230419
127,2,4,20230419
130,2,6,20230419
132,2,10,20230419
133,2,8,20230419
134,2,9,20230419
198,2,7,20230419
241,4,40,20230419
308,2,6,20230419
324,15,0,20230419
363,8,10,20230419
368,5,0,20230419
406,2,7,20230419
415,2,5,20230419
453,6,0,20230419
691,4,0,20230419
2110,1,0,20230419
2324,2,0,20230419
264,6,0,20230419
230,2,0,20230419
365,2,0,20230419
504,1,0,20230419
538,1,0,20230419
824,2,0,20230419
928,1,0,20230419
782,2,0,20230419
224,5,0,20230420
266,2,0,20230420
385,2,0,20230420
499,2,0,20230420
550,3,0,20230420
551,2,0,20230420
693,2,0,20230420
697,1,0,20230420
787,3,0,20230420
868,2,0,20230420
870,1,0,20230420
871,2,0,20230420
2010,0,2,20230420
2012,0,1,20230420
206,1,0,20230420
449,1,0,20230420
450,1,0,20230420
117,0,2,20230420
196,2,2,20230420
227,4,0,20230420
258,2,0,20230420
288,0,6,20230420
492,1,2,20230420
906,0,4,20230420
102,8,0,20230420
106,6,0,20230420
182,3,0,20230420
233,1,0,20230420
242,3,0,20230420
815,5,0,20230420
113,20,0,20230420
118,5,0,20230420
119,20,0,20230420
123,4,0,20230420
124,15,0,20230420
129,4,0,20230420
140,8,0,20230420
209,6,0,20230420
268,4,0,20230420
285,8,0,20230420
417,12,0,20230420
418,10,0,20230420
419,8,0,20230420
444,8,0,20230420
458,6,0,20230420
2116,1,0,20230420
2119,2,0,20230420
2368,1,0,20230420
2453,1,0,20230420
110,4,0,20230420
116,5,0,20230420
125,2,30,20230420
126,4,10,20230420
127,2,4,20230420
130,2,8,20230420
132,4,10,20230420
133,2,8,20230420
134,2,6,20230420
198,2,10,20230420
241,6,24,20230420
308,2,6,20230420
324,8,0,20230420
363,8,8,20230420
368,8,0,20230420
406,2,8,20230420
415,2,5,20230420
453,8,0,20230420
303,3,0,20230420
471,4,0,20230420
128,2,0,20230420
230,1,0,20230420
269,2,0,20230420
365,1,0,20230420
1185,2,0,20230420
557,6,0,20230420
782,2,0,20230420
224,4,0,20230421
385,2,0,20230421
499,1,0,20230421
550,2,0,20230421
551,2,0,20230421
693,2,0,20230421
787,2,0,20230421
868,2,0,20230421
870,1,0,20230421
871,2,0,20230421
2012,0,2,20230421
206,1,0,20230421
449,0,0,20230421
450,1,0,20230421
117,0,2,20230421
196,0,2,20230421
227,10,0,20230421
258,2,0,20230421
288,0,6,20230421
492,1,2,20230421
906,0,4,20230421
262,8,0,20230421
309,14,0,20230421
381,3,0,20230421
815,6,0,20230421
113,30,0,20230421
118,5,0,20230421
119,25,0,20230421
123,4,0,20230421
124,12,0,20230421
129,4,0,20230421
140,8,0,20230421
209,4,0,20230421
268,4,0,20230421
285,10,0,20230421
417,20,0,20230421
418,8,0,20230421
419,5,0,20230421
444,10,0,20230421
458,6,0,20230421
2113,4,0,20230421
2152,1,0,20230421
2417,1,0,20230421
110,3,0,20230421
125,0,15,20230421
126,0,6,20230421
127,2,3,20230421
130,2,5,20230421
132,3,8,20230421
133,2,7,20230421
134,2,5,20230421
198,2,6,20230421
241,6,24,20230421
308,2,3,20230421
324,8,0,20230421
363,8,8,20230421
368,2,0,20230421
406,2,4,20230421
415,2,3,20230421
453,6,0,20230421
691,6,0,20230421
128,1,0,20230421
230,1,0,20230421
224,1,0,20230422
550,1,0,20230422
868,1,0,20230422
206,0,0,20230422
449,0,0,20230422
227,2,0,20230422
258,2,0,20230422
492,1,0,20230422
906,2,0,20230422
113,15,0,20230422
118,5,0,20230422
119,35,0,20230422
123,4,0,20230422
124,12,0,20230422
129,3,0,20230422
140,8,0,20230422
156,15,0,20230422
209,4,0,20230422
268,4,0,20230422
285,10,0,20230422
369,20,0,20230422
417,10,0,20230422
418,8,0,20230422
419,8,0,20230422
444,12,0,20230422
458,5,0,20230422
2119,2,0,20230422
2444,1,0,20230422
110,4,0,20230422
125,0,30,20230422
126,0,15,20230422
127,3,4,20230422
130,2,6,20230422
132,0,20,20230422
133,0,12,20230422
134,2,5,20230422
198,2,8,20230422
241,6,36,20230422
308,0,8,20230422
324,6,0,20230422
363,0,24,20230422
368,4,0,20230422
406,2,7,20230422
415,0,9,20230422
453,4,0,20230422
691,4,0,20230422
928,1,0,20230422
929,1,0,20230422
224,5,0,20230424
385,3,0,20230424
391,3,0,20230424
499,2,0,20230424
550,3,0,20230424
551,2,0,20230424
555,3,0,20230424
556,2,0,20230424
693,2,0,20230424
697,2,0,20230424
701,2,0,20230424
787,3,0,20230424
868,3,0,20230424
870,2,0,20230424
871,2,0,20230424
2010,0,2,20230424
2012,0,2,20230424
2149,1,0,20230424
2272,1,0,20230424
2302,1,0,20230424
206,1,0,20230424
449,1,0,20230424
450,1,0,20230424
117,2,2,20230424
196,2,2,20230424
227,4,0,20230424
258,2,0,20230424
288,6,6,20230424
492,3,2,20230424
906,4,4,20230424
309,10,0,20230424
381,2,0,20230424
113,20,0,20230424
118,6,0,20230424
119,25,0,20230424
123,4,0,20230424
124,12,0,20230424
129,4,0,20230424
140,8,0,20230424
209,8,0,20230424
268,4,0,20230424
285,8,0,20230424
417,15,0,20230424
418,8,0,20230424
419,8,0,20230424
444,10,0,20230424
458,6,0,20230424
2113,2,0,20230424
2116,1,0,20230424
2119,2,0,20230424
2152,1,0,20230424
2209,1,0,20230424
2368,1,0,20230424
2417,1,0,20230424
2418,1,0,20230424
2444,1,0,20230424
2453,1,0,20230424
110,4,0,20230424
116,8,0,20230424
125,2,20,20230424
126,2,8,20230424
127,2,4,20230424
130,2,6,20230424
132,2,8,20230424
133,2,8,20230424
134,2,6,20230424
198,2,7,20230424
241,4,24,20230424
308,2,4,20230424
324,8,0,20230424
363,8,8,20230424
368,8,0,20230424
406,2,4,20230424
415,2,4,20230424
453,8,0,20230424
691,6,0,20230424
128,1,0,20230424
230,3,0,20230424
269,2,0,20230424
330,2,0,20230424
365,2,0,20230424
805,2,0,20230424
824,1,0,20230424
928,2,0,20230424
929,2,0,20230424
1185,1,0,20230424
357,2,0,20230424
224,5,0,20230425
265,4,0,20230425
